Origem - Cidade,Destino - Cidade,Latitude_Origem,Longitude_Origem,Latitude_Destino,Longitude_Destino,Distância (GCD)
"Rio de Janeiro, Rio de Janeiro",Túnis,-22.911014,-43.209373,33.843941,9.400138,8412.526861
Luxemburgo,Riad,49.815868,6.129675,48.290206,11.042579,396.0721
"Salvador, Bahia",Alagoinhas,-12.98225,-38.481277,-12.133972,-38.42109,94.550102
"Salvador, Bahia",Doha,-12.98225,-38.481277,25.285633,51.526416,10620.569819
Doha,"Salvador, Bahia",25.285633,51.526416,-12.98225,-38.481277,10620.569819
"Salvador, Bahia",Mata de São João,-12.98225,-38.481277,-12.531133,-38.301216,53.828812
Mata de São João,"Salvador, Bahia",-12.531133,-38.301216,-12.98225,-38.481277,53.828812
Guarulhos,Bremen,-23.454237,-46.533745,53.07582,8.807165,10037.919825
Bremen,Guarulhos,53.07582,8.807165,-23.454237,-46.533745,10037.919825
Nova York,Abu Dabi,40.712728,-74.006015,24.453835,54.377401,11021.103769
Varadero,"Brasília, Distrito Federal",23.149578,-81.260025,-15.793987,-47.8828,5650.277684
"Brasília, Distrito Federal",Varadero,-15.793987,-47.8828,23.149578,-81.260025,5650.277684
"Rio de Janeiro, Rio de Janeiro",Düsseldorf,-22.911014,-43.209373,51.225402,6.776314,9577.817198
Düsseldorf,Guarulhos,51.225402,6.776314,-23.454237,-46.533745,9797.490028
"São Paulo, São Paulo",Bridgetown,-23.550651,-46.633382,13.097783,-59.618418,4312.901585
Porto,Iereván,-3.891715,-42.711528,40.177711,44.512623,10051.320025
Oriximiná - Porto Trombetas,Santarém,-1.466592,-56.378979,-6.484033,-38.476707,2062.076826
Juruti,Oriximiná - Porto Trombetas,-2.163853,-56.089323,-1.466592,-56.378979,83.949482
Santarém,Juruti,-6.484033,-38.476707,-2.163853,-56.089323,2010.575367
Assunção,Sofia,-7.07501,-36.731368,42.697703,23.321736,8195.755053
Túnis,Dubai,33.843941,9.400138,25.204849,55.270783,4503.308071
"São Luís, Maranhão",Caxias do Sul,-2.529526,-44.296394,-29.163384,-51.179611,3049.696799
Paramaribo,"Rio de Janeiro, Rio de Janeiro",5.829321,-55.170835,-22.911014,-43.209373,3450.206501
Santo Domingo de Guzmán,Dubai,18.471386,-69.891844,25.204849,55.270783,12348.996259
"Manaus, Amazonas",Orlando,-3.200177,-59.498929,28.542111,-81.37903,4233.355451
Eirunepé,"Rio de Janeiro, Rio de Janeiro",-6.657156,-69.866641,-22.911014,-43.209373,3376.935314
"Rio de Janeiro, Rio de Janeiro",Eirunepé,-22.911014,-43.209373,-6.657156,-69.866641,3376.935314
"Rio de Janeiro, Rio de Janeiro",Vitória Brasil,-22.911014,-43.209373,-20.196993,-50.483948,810.443275
Jaguaruna,"Belo Horizonte, Minas Gerais",-28.615083,-49.030013,-19.922732,-43.945095,1095.010079
"Belo Horizonte, Minas Gerais",Jaguaruna,-19.922732,-43.945095,-28.615083,-49.030013,1095.010079
Baku,Guarulhos,40.375588,49.832801,-23.454237,-46.533745,12186.143282
"Teresina, Piauí",Caxias do Sul,-5.087461,-42.804957,-29.163384,-51.179611,2818.468639
Caxias do Sul,"Teresina, Piauí",-29.163384,-51.179611,-5.087461,-42.804957,2818.468639
Caxias do Sul,Uberaba,-29.163384,-51.179611,-19.747669,-47.93847,1096.993611
Uberaba,Caxias do Sul,-19.747669,-47.93847,-29.163384,-51.179611,1096.993611
Guarulhos,Oslo,-23.454237,-46.533745,59.91333,10.73897,10618.536903
Oslo,Guarulhos,59.91333,10.73897,-23.454237,-46.533745,10618.536903
Erechim,"Brasília, Distrito Federal",-27.636853,-52.270141,-15.793987,-47.8828,1392.285516
"Brasília, Distrito Federal",Erechim,-15.793987,-47.8828,-27.636853,-52.270141,1392.285516
Campina Grande,Joinville,-7.222378,-35.873439,-26.304978,-48.849098,2527.400574
"Boa Vista, Roraima",Eldorado do Carajás,2.820848,-60.671958,-6.102925,-49.357249,1600.94258
"Boa Vista, Roraima",Santa Isabel do Rio Negro,2.820848,-60.671958,-0.411196,-65.009665,601.363043
Santa Isabel do Rio Negro,"Boa Vista, Roraima",-0.411196,-65.009665,2.820848,-60.671958,601.363043
Los Angeles,"Rio de Janeiro, Rio de Janeiro",34.053691,-118.242766,-22.911014,-43.209373,10140.75814
"Rio de Janeiro, Rio de Janeiro",Los Angeles,-22.911014,-43.209373,34.053691,-118.242766,10140.75814
"Vitória, Espírito Santo",Lima,-20.320092,-40.337668,-23.92396,-56.519794,1713.230313
Lima,"Vitória, Espírito Santo",-23.92396,-56.519794,-20.320092,-40.337668,1713.230313
Johannesburg,Victoria Falls,-26.205,28.049722,-17.922895,25.847685,948.402796
"Manaus, Amazonas",Estocolmo,-3.200177,-59.498929,59.325117,18.071094,9614.670711
Estocolmo,"Manaus, Amazonas",59.325117,18.071094,-3.200177,-59.498929,9614.670711
Huntsville - Alabama,"Brasília, Distrito Federal",34.729847,-86.585901,-15.793987,-47.8828,6947.227498
"Brasília, Distrito Federal",Huntsville - Alabama,-15.793987,-47.8828,34.729847,-86.585901,6947.227498
Paulo Afonso,Porto Seguro,-9.398727,-38.221874,-16.44394,-39.06458,788.690245
Porto Seguro,Paulo Afonso,-16.44394,-39.06458,-9.398727,-38.221874,788.690245
"Belém, Pará",Ponta Porã,-1.45056,-48.468245,-22.530069,-55.720778,2471.493418
Ponta Porã,"Manaus, Amazonas",-22.530069,-55.720778,-3.200177,-59.498929,2187.636866
"Manaus, Amazonas",Ponta Porã,-3.200177,-59.498929,-22.530069,-55.720778,2187.636866
Itajaí,Londrina,-26.910579,-48.670899,-23.304442,-51.169528,473.334922
Londrina,Itajaí,-23.304442,-51.169528,-26.910579,-48.670899,473.334922
Iquitos,Letícia,-3.749365,-73.244414,-3.585533,-70.089395,350.577066
Letícia,Iquitos,-3.585533,-70.089395,-3.749365,-73.244414,350.577066
Lisboa,Conacri,38.722252,-9.139337,9.51706,-13.699843,3279.137097
Conacri,Lisboa,9.51706,-13.699843,38.722252,-9.139337,3279.137097
"Campo Grande, Mato Grosso do Sul",Santiago de Compostela,-20.464017,-54.616295,42.880422,-8.545861,8473.982187
Cagliari,"Campo Grande, Mato Grosso do Sul",39.217199,9.113311,-20.464017,-54.616295,9367.960364
São José do Rio Preto,"São Luís, Maranhão",-20.811753,-49.376176,-2.529526,-44.296394,2106.109289
Campinas,Cordoba,-22.905822,-47.06635,37.884581,-4.776014,8074.382012
Cordoba,Campinas,37.884581,-4.776014,-22.905822,-47.06635,8074.382012
Mossoró,Marabá,-5.184143,-37.347751,-5.38115,-49.133055,1305.063637
Genebra,Beijing,46.201756,6.146601,39.904211,116.407395,8205.02245
Paulo Afonso,"Vitória, Espírito Santo",-9.398727,-38.221874,-20.320092,-40.337668,1235.43019
"Vitória, Espírito Santo",Paulo Afonso,-20.320092,-40.337668,-9.398727,-38.221874,1235.43019
"São Paulo, São Paulo",Ancara,-23.550651,-46.633382,39.920776,32.85405,10826.146635
Wellington,Xangai,-41.288795,174.777211,31.230416,121.473701,9740.996573
Abu Dabi,Guarulhos,24.453835,54.377401,-23.454237,-46.533745,12101.82745
"Porto Alegre, Rio Grande do Sul",Paramaribo,-30.0325,-51.230377,5.829321,-55.170835,4009.741716
Juiz de Fora,Montes Claros,-21.760001,-43.34013,-16.728638,-43.858173,562.096954
Montes Claros,Juiz de Fora,-16.728638,-43.858173,-21.760001,-43.34013,562.096954
Paris,Vilnius,48.857548,2.351376,54.687046,25.282911,1696.074086
Vilnius,Paris,54.687046,25.282911,48.857548,2.351376,1696.074086
"Belém, Pará",Porto de Moz,-1.45056,-48.468245,-1.747286,-52.23647,420.141408
"São Paulo, São Paulo",Kingston,-23.550651,-46.633382,17.971215,-76.792813,5659.925469
"Recife, Pernambuco",Paracambi,-8.058493,-34.884819,-22.608294,-43.711212,1872.787815
Lagoa Santa,Fernando de Noronha,-19.185567,-51.399751,-3.84,-32.411,2676.154767
Rosario,"Brasília, Distrito Federal",-32.959361,-60.661702,-15.793987,-47.8828,2301.468624
Paracambi,"Recife, Pernambuco",-22.608294,-43.711212,-8.058493,-34.884819,1872.787815
Belo Jardim,"Recife, Pernambuco",-8.336863,-36.422362,-8.058493,-34.884819,172.027336
Varsóvia,"Rio de Janeiro, Rio de Janeiro",52.233374,21.071149,-22.911014,-43.209373,10408.759115
Cáceres,Porto Esperidião,-16.076846,-57.682243,-15.857455,-58.462374,86.894378
"Cuiabá, Mato Grosso",Cáceres,-15.598669,-56.09913,-16.076846,-57.682243,177.501441
Cáceres,"Cuiabá, Mato Grosso",-16.076846,-57.682243,-15.598669,-56.09913,177.501441
Porto Esperidião,Cáceres,-15.857455,-58.462374,-16.076846,-57.682243,86.894378
"Porto Alegre, Rio Grande do Sul",Johannesburg,-30.0325,-51.230377,-26.205,28.049722,7623.75772
Ancara,"Campo Grande, Mato Grosso do Sul",39.920776,32.85405,-20.464017,-54.616295,11242.61727
"Campo Grande, Mato Grosso do Sul",Ancara,-20.464017,-54.616295,39.920776,32.85405,11242.61727
Dubai,Maputo,25.204849,55.270783,-25.966213,32.56745,6190.153493
Maputo,Dubai,-25.966213,32.56745,25.204849,55.270783,6190.153493
Paris,Dubai,48.857548,2.351376,25.204849,55.270783,5246.795945
Dubai,Paris,25.204849,55.270783,48.857548,2.351376,5246.795945
Dubai,Genebra,25.204849,55.270783,46.201756,6.146601,4912.26142
Genebra,Dubai,46.201756,6.146601,25.204849,55.270783,4912.26142
Dubai,Buenos Aires,25.204849,55.270783,-7.721758,-35.32728,10432.023282
Buenos Aires,Dubai,-7.721758,-35.32728,25.204849,55.270783,10432.023282
Dubai,Nova York,25.204849,55.270783,40.712728,-74.006015,11008.075219
Nova York,Dubai,40.712728,-74.006015,25.204849,55.270783,11008.075219
"Natal, Rio Grande do Norte",Tabatinga,-5.805398,-35.20809,-21.72946,-48.690341,2288.834555
Huntsville - Alabama,"São Paulo, São Paulo",34.729847,-86.585901,-23.550651,-46.633382,7730.126011
"Rio de Janeiro, Rio de Janeiro",Sorocaba,-22.911014,-43.209373,-23.497363,-47.445477,437.793748
Sorocaba,"Rio de Janeiro, Rio de Janeiro",-23.497363,-47.445477,-22.911014,-43.209373,437.793748
"Palmas, Tocantins",Campina Grande,-10.183785,-48.333642,-7.222378,-35.873439,1408.370209
Campina Grande,"Palmas, Tocantins",-7.222378,-35.873439,-10.183785,-48.333642,1408.370209
"Fortaleza, Ceará",Ceará-Mirim,-3.730451,-38.521799,-5.640471,-35.420032,404.052723
Ceará-Mirim,"Fortaleza, Ceará",-5.640471,-35.420032,-3.730451,-38.521799,404.052723
Washington,Dubai,38.907192,-77.036871,25.204849,55.270783,11332.417027
Dubai,Cidade do México,25.204849,55.270783,19.320772,-99.151468,14343.662102
Cidade do México,Dubai,19.320772,-99.151468,25.204849,55.270783,14343.662102
"Aracaju, Sergipe",Luanda,-10.916206,-37.077466,-8.82727,13.243951,5511.570399
Luanda,"Aracaju, Sergipe",-8.82727,13.243951,-10.916206,-37.077466,5511.570399
Ourilândia do Norte,Poconé,-6.753311,-51.086188,-16.266471,-56.626539,1217.553793
Poconé,"Curitiba, Paraná",-16.266471,-56.626539,-25.494438,-49.284271,1277.829712
Uberlândia,São Bernardo do Campo,-18.914602,-48.275332,-23.691892,-46.565016,559.956853
São Bernardo do Campo,Uberlândia,-23.691892,-46.565016,-18.914602,-48.275332,559.956853
Santarém,"Cascavel, Paraná",-6.484033,-38.476707,-24.9555,-53.456054,2600.105226
"Cuiabá, Mato Grosso",São Bernardo do Campo,-15.598669,-56.09913,-23.691892,-46.565016,1343.199848
Miami,Cairo,25.774173,-80.19362,30.044388,31.235726,10435.333736
Kingston,Miami,17.971215,-76.792813,25.774173,-80.19362,935.777852
Base Presidente Eduardo Frei Montalva,Punta Arenas,-62.199847,-58.963172,-53.162569,-70.907822,1226.319079
"Rio de Janeiro, Rio de Janeiro",Maputo,-22.911014,-43.209373,-25.966213,32.56745,7565.956312
Maputo,"Rio de Janeiro, Rio de Janeiro",-25.966213,32.56745,-22.911014,-43.209373,7565.956312
Confins,Goianá,-19.628655,-43.993519,-21.536526,-43.196034,227.807886
Goianá,Confins,-21.536526,-43.196034,-19.628655,-43.993519,227.807886
Luanda,Guarulhos,-8.82727,13.243951,-23.454237,-46.533745,6543.103358
Casa Nova,"Brasília, Distrito Federal",-9.174294,-40.973659,-15.793987,-47.8828,1050.572605
Vitória da Conquista,Passo Fundo,-14.861923,-40.844498,-28.258037,-52.409566,1907.619808
Passo Fundo,Vitória da Conquista,-28.258037,-52.409566,-14.861923,-40.844498,1907.619808
Manilla,Dávao,14.590449,120.980362,7.064831,125.608062,977.386463
Dávao,Manilla,7.064831,125.608062,14.590449,120.980362,977.386463
Navegantes,Porto Seguro,-26.894775,-48.655017,-16.44394,-39.06458,1525.865744
"Rio de Janeiro, Rio de Janeiro",São Gonçalo do Amarante,-22.911014,-43.209373,-5.785237,-35.330491,2083.327493
Juazeiro do Norte,Pelotas,-7.219288,-39.316244,-31.765377,-52.337528,3045.032581
Cruz Alta,"Rio de Janeiro, Rio de Janeiro",-28.645471,-53.605294,-22.911014,-43.209373,1219.849472
"Rio de Janeiro, Rio de Janeiro",Cruz Alta,-22.911014,-43.209373,-28.645471,-53.605294,1219.849472
"Rio Branco, Acre",Venda Nova do Imigrante,-9.976536,-67.822078,-20.327498,-41.135897,3080.703008
Venda Nova do Imigrante,"Rio Branco, Acre",-20.327498,-41.135897,-9.976536,-67.822078,3080.703008
"São Paulo, São Paulo",Jijoca de Jericoacoara,-23.550651,-46.633382,-2.793701,-40.513068,2400.132639
Jijoca de Jericoacoara,"São Paulo, São Paulo",-2.793701,-40.513068,-23.550651,-46.633382,2400.132639
"Palmas, Tocantins",Assunção,-10.183785,-48.333642,-7.07501,-36.731368,1321.312221
Assunção,"Palmas, Tocantins",-7.07501,-36.731368,-10.183785,-48.333642,1321.312221
Montes Claros,Varginha,-16.728638,-43.858173,-21.556057,-45.436809,561.796245
Varginha,Montes Claros,-21.556057,-45.436809,-16.728638,-43.858173,561.796245
"Belo Horizonte, Minas Gerais",Hannover,-19.922732,-43.945095,52.374478,9.738553,9560.935626
Hannover,"Belo Horizonte, Minas Gerais",52.374478,9.738553,-19.922732,-43.945095,9560.935626
Victoria Falls,Guarulhos,-17.922895,25.847685,-23.454237,-46.533745,7478.070335
San Diego Califórnia,El Paso - Texas,32.71742,-117.162772,25.201864,55.153,13523.483258
El Paso - Texas,"Rio de Janeiro, Rio de Janeiro",25.201864,55.153,-22.911014,-43.209373,11861.945835
Fort Lauderdale,"Manaus, Amazonas",26.122308,-80.143379,-3.200177,-59.498929,3945.259487
"Manaus, Amazonas",Fort Lauderdale,-3.200177,-59.498929,26.122308,-80.143379,3945.259487
São Gonçalo do Amarante,Campinas,-5.785237,-35.330491,-22.905822,-47.06635,2282.090832
Campinas,São Gonçalo do Amarante,-22.905822,-47.06635,-5.785237,-35.330491,2282.090832
São José dos Campos,"Maceió, Alagoas",-23.190034,-45.884508,-9.647684,-35.733926,1852.722714
"Maceió, Alagoas",São José dos Campos,-9.647684,-35.733926,-23.190034,-45.884508,1852.722714
Manágua,"Cuiabá, Mato Grosso",12.154404,-86.273764,-15.598669,-56.09913,4533.033648
Tucuruí,"Natal, Rio Grande do Norte",-3.766094,-49.677721,-5.805398,-35.20809,1619.18092
"Natal, Rio Grande do Norte",Tucuruí,-5.805398,-35.20809,-3.766094,-49.677721,1619.18092
"Campo Grande, Mato Grosso do Sul",Bela Vista,-20.464017,-54.616295,-22.107776,-56.526743,269.413435
Bela Vista,"Campo Grande, Mato Grosso do Sul",-22.107776,-56.526743,-20.464017,-54.616295,269.413435
"Rio de Janeiro, Rio de Janeiro",Port of Spain,-22.911014,-43.209373,10.657268,-61.518017,4231.688439
Port of Spain,"Rio de Janeiro, Rio de Janeiro",10.657268,-61.518017,-22.911014,-43.209373,4231.688439
Ponta Porã,Bela Vista,-22.530069,-55.720778,-22.107776,-56.526743,95.27948
Corumbá,Ponta Porã,-19.008166,-57.651488,-22.530069,-55.720778,440.045515
Guarulhos,Casablanca,-23.454237,-46.533745,33.594514,-7.620028,7562.98854
Casablanca,Guarulhos,33.594514,-7.620028,-23.454237,-46.533745,7562.98854
"Porto Velho, Rondônia",Poconé,-8.749452,-63.873544,-16.266471,-56.626539,1147.387528
"Cuiabá, Mato Grosso",Poconé,-15.598669,-56.09913,-16.266471,-56.626539,93.241876
Rabat,"Porto Alegre, Rio Grande do Sul",34.021845,-6.840893,-30.0325,-51.230377,8511.091366
"Porto Alegre, Rio Grande do Sul",Rabat,-30.0325,-51.230377,34.021845,-6.840893,8511.091366
Bogotá,Orlando,4.599283,-74.080983,28.542111,-81.37903,2771.580283
"Fortaleza, Ceará",Acopiara,-3.730451,-38.521799,-6.089524,-39.448362,281.684057
Dubai,Cairo,25.204849,55.270783,30.044388,31.235726,2423.346596
Cairo,Dubai,30.044388,31.235726,25.204849,55.270783,2423.346596
Dubai,"Manaus, Amazonas",25.204849,55.270783,-3.200177,-59.498929,12645.06572
Haia,Genebra,46.97411,0.69951,46.201756,6.146601,424.92678
Bauru,"Curitiba, Paraná",-22.325038,-49.087554,-25.494438,-49.284271,352.987741
"João Pessoa, Paraíba",Uruguaiana,-7.121598,-34.882028,-29.761895,-57.085776,3423.515241
Uruguaiana,"João Pessoa, Paraíba",-29.761895,-57.085776,-7.121598,-34.882028,3423.515241
Imperatriz,"Palmas, Tocantins",-5.518873,-47.478099,-10.183785,-48.333642,527.200938
Arapiraca,"São Paulo, São Paulo",-9.7553,-36.661774,-23.550651,-46.633382,1863.963811
"São Paulo, São Paulo",Arapiraca,-23.550651,-46.633382,-9.7553,-36.661774,1863.963811
Cidade do Panamá,Genebra,19.462325,-99.177242,46.201756,6.146601,9573.791888
Genebra,Cidade do Panamá,46.201756,6.146601,19.462325,-99.177242,9573.791888
Pequim,Nanjing,40.190632,116.412144,32.043828,118.778863,930.386263
Nanjing,Guarulhos,32.043828,118.778863,-23.454237,-46.533745,18285.463313
San Francisco - Califórnia,"Porto Alegre, Rio Grande do Sul",37.779259,-122.419329,-30.0325,-51.230377,10555.94968
"Porto Alegre, Rio Grande do Sul",San Francisco - Califórnia,-30.0325,-51.230377,37.779259,-122.419329,10555.94968
Palmeira dos Índios,"São Paulo, São Paulo",-9.411323,-36.63238,-23.550651,-46.633382,1897.758898
"São Paulo, São Paulo",Palmeira dos Índios,-23.550651,-46.633382,-9.411323,-36.63238,1897.758898
São Leopoldo,"Rio de Janeiro, Rio de Janeiro",-29.754974,-51.150225,-22.911014,-43.209373,1097.222011
"Rio de Janeiro, Rio de Janeiro",São Leopoldo,-22.911014,-43.209373,-29.754974,-51.150225,1097.222011
"Campo Grande, Mato Grosso do Sul",Nice,-20.464017,-54.616295,43.700936,7.268391,9512.393697
Beijing,Seul,39.904211,116.407395,37.566679,126.978291,952.346157
Manchester,Praga,53.479489,-2.245115,50.087465,14.421254,1203.608916
"Manaus, Amazonas",Budapeste,-3.200177,-59.498929,47.497912,19.040235,9414.965876
Budapeste,"Manaus, Amazonas",47.497912,19.040235,-3.200177,-59.498929,9414.965876
Nairóbi,"Salvador, Bahia",-1.289001,36.817281,-12.98225,-38.481277,8382.667671
"Salvador, Bahia",Nairóbi,-12.98225,-38.481277,-1.289001,36.817281,8382.667671
Governador Valadares,Chapecó,-18.854925,-41.955885,-27.100919,-52.615641,1424.039702
Chapecó,Governador Valadares,-27.100919,-52.615641,-18.854925,-41.955885,1424.039702
Blumenau,"Brasília, Distrito Federal",-26.915982,-49.071331,-15.793987,-47.8828,1242.791461
Moncton,"Brasília, Distrito Federal",46.098568,-64.800426,-15.793987,-47.8828,7088.943881
"Brasília, Distrito Federal",Moncton,-15.793987,-47.8828,46.098568,-64.800426,7088.943881
São Bernardo do Campo,"Brasília, Distrito Federal",-23.691892,-46.565016,-15.793987,-47.8828,888.947025
"Curitiba, Paraná",Joinville,-25.494438,-49.284271,-26.304978,-48.849098,100.088697
Araguaína,"Curitiba, Paraná",-7.192785,-48.204781,-25.494438,-49.284271,2038.273015
Governador Valadares,"Campo Grande, Mato Grosso do Sul",-18.854925,-41.955885,-20.464017,-54.616295,1337.368467
"Campo Grande, Mato Grosso do Sul",Governador Valadares,-20.464017,-54.616295,-18.854925,-41.955885,1337.368467
Londres,Roma,51.507446,-0.127765,41.896707,12.482202,1433.60434
São João de Meriti,"Brasília, Distrito Federal",-22.806261,-43.373294,-15.793987,-47.8828,911.894464
"Brasília, Distrito Federal",São João de Meriti,-15.793987,-47.8828,-22.806261,-43.373294,911.894464
"São Paulo, São Paulo",Alegrete,-23.550651,-46.633382,-29.7891,-55.802497,1144.322684
Alegrete,"São Paulo, São Paulo",-29.7891,-55.802497,-23.550651,-46.633382,1144.322684
"Manaus, Amazonas",Porto Alegre do Norte,-3.200177,-59.498929,-10.87655,-51.636134,1216.684059
Berna,"São Paulo, São Paulo",46.948474,7.452175,-23.550651,-46.633382,9528.613055
Pequim,Shenzhen,40.190632,116.412144,22.544574,114.054543,1974.66474
"Manaus, Amazonas",Santa Rosa,-3.200177,-59.498929,-27.870666,-54.480094,2794.43766
Guadalajara,"Belém, Pará",20.672038,-103.338396,-1.45056,-48.468245,6454.151273
"Belém, Pará",Guadalajara,-1.45056,-48.468245,20.672038,-103.338396,6454.151273
Cidade do México,"Belém, Pará",19.320772,-99.151468,-1.45056,-48.468245,5992.14515
"Belém, Pará",Cidade do México,-1.45056,-48.468245,19.320772,-99.151468,5992.14515
"Recife, Pernambuco",São José dos Campos,-8.058493,-34.884819,-23.190034,-45.884508,2051.380721
Visakhapatnam,Bangalore,17.693553,83.29213,12.976794,77.590082,805.410844
"Teresina, Piauí",Altamira,-5.087461,-42.804957,-3.204453,-52.210361,1063.850571
Marabá,Uruguaiana,-5.38115,-49.133055,-29.761895,-57.085776,2836.578782
Maputo,Madri,-25.966213,32.56745,40.416775,-3.70379,8279.092846
Porto Seguro,"Aracaju, Sergipe",-16.44394,-39.06458,-10.916206,-37.077466,651.038329
"Aracaju, Sergipe",Porto Seguro,-10.916206,-37.077466,-16.44394,-39.06458,651.038329
Guajará-Mirim,"Manaus, Amazonas",-10.789331,-65.330036,-3.200177,-59.498929,1060.97199
