Origem - Cidade,Destino - Cidade,Latitude_Origem,Longitude_Origem,Latitude_Destino,Longitude_Destino,Distância (GCD)
"São Luís, Maranhão",Itapecuru Mirim,-2.529526,-44.296394,-3.402411,-44.3512,97.250913
"Recife, Pernambuco",Uruguaiana,-8.058493,-34.884819,-29.761895,-57.085776,3343.945368
Marburgo,"Rio de Janeiro, Rio de Janeiro",46.557644,15.645585,-22.911014,-43.209373,9721.206045
"Rio de Janeiro, Rio de Janeiro",Marburgo,-22.911014,-43.209373,46.557644,15.645585,9721.206045
"Porto Alegre, Rio Grande do Sul",Capão da Canoa,-30.0325,-51.230377,-29.764726,-50.028688,119.602617
Santo André,"Curitiba, Paraná",-7.220209,-36.631634,-25.494438,-49.284271,2435.429772
"Curitiba, Paraná",Santo André,-25.494438,-49.284271,-7.220209,-36.631634,2435.429772
"Rio de Janeiro, Rio de Janeiro",Feira de Santana,-22.911014,-43.209373,-12.266875,-38.966615,1265.830579
Feira de Santana,"Rio de Janeiro, Rio de Janeiro",-12.266875,-38.966615,-22.911014,-43.209373,1265.830579
"Porto Alegre, Rio Grande do Sul",Viçosa,-30.0325,-51.230377,-20.756395,-42.874535,1328.758685
Viçosa,"Porto Alegre, Rio Grande do Sul",-20.756395,-42.874535,-30.0325,-51.230377,1328.758685
Reno - Nevada,"Belém, Pará",39.528526,-119.811433,-1.45056,-48.468245,8525.376709
"Belém, Pará",Reno - Nevada,-1.45056,-48.468245,39.528526,-119.811433,8525.376709
"Brasília, Distrito Federal",Springfield - Pensilvânia,-15.793987,-47.8828,39.930668,-75.320188,6816.630552
Springfield - Pensilvânia,"Brasília, Distrito Federal",39.930668,-75.320188,-15.793987,-47.8828,6816.630552
"Rio de Janeiro, Rio de Janeiro",Rosário do Sul,-22.911014,-43.209373,-30.257981,-54.913936,1420.505131
Montreal,Londrina,45.503182,-73.569806,-23.304442,-51.169528,7979.801881
Londrina,Mumbai,-23.304442,-51.169528,19.054999,72.869204,14228.220984
Mumbai,Montreal,19.054999,72.869204,45.503182,-73.569806,12077.116986
San Juan,"Manaus, Amazonas",18.384239,-66.05344,-3.200177,-59.498929,2505.146559
"Manaus, Amazonas",San Juan,-3.200177,-59.498929,18.384239,-66.05344,2505.146559
Ponta Grossa,"Aracaju, Sergipe",-25.092096,-50.167215,-10.916206,-37.077466,2094.539991
"São Paulo, São Paulo",Iperó,-23.550651,-46.633382,-23.351772,-47.693123,110.342659
Campinas,Guarulhos,-22.905822,-47.06635,-23.454237,-46.533745,81.747032
"Barcelona, Espanha",Porto,41.38258,2.177073,-3.891715,-42.711528,6777.954446
"Belo Horizonte, Minas Gerais",Estocolmo,-19.922732,-43.945095,59.325117,18.071094,10441.222426
Estocolmo,"Belo Horizonte, Minas Gerais",59.325117,18.071094,-19.922732,-43.945095,10441.222426
Zurique,Nairóbi,47.374449,8.541042,-1.289001,36.817281,6068.02287
Nairóbi,Zurique,-1.289001,36.817281,47.374449,8.541042,6068.02287
Conceição da Barra,"Rio de Janeiro, Rio de Janeiro",-18.588782,-39.736537,-22.911014,-43.209373,601.078844
"Rio de Janeiro, Rio de Janeiro",Conceição da Barra,-22.911014,-43.209373,-18.588782,-39.736537,601.078844
Governador Valadares,Imperatriz,-18.854925,-41.955885,-5.518873,-47.478099,1599.178604
Milão,Uberlândia,45.464194,9.189635,-18.914602,-48.275332,9204.15174
Uberlândia,Milão,-18.914602,-48.275332,45.464194,9.189635,9204.15174
"Barcelona, Espanha",Dubai,41.38258,2.177073,25.204849,55.270783,5163.163843
Goianá,Juiz de Fora,-21.536526,-43.196034,-21.760001,-43.34013,28.970339
"Brasília, Distrito Federal",Chuí,-15.793987,-47.8828,-33.687106,-53.459856,2066.769701
Chuí,"Brasília, Distrito Federal",-33.687106,-53.459856,-15.793987,-47.8828,2066.769701
Santa Fé,Confins,-23.040457,-51.808445,-19.628655,-43.993519,893.692613
Confins,Buenos Aires,-19.628655,-43.993519,-7.721758,-35.32728,1620.440646
"Vitória, Espírito Santo",Patos de Minas,-20.320092,-40.337668,-18.578187,-46.513397,675.806476
"Salvador, Bahia",Patos de Minas,-12.98225,-38.481277,-18.578187,-46.513397,1060.685628
Lisboa,Orly,38.722252,-9.139337,48.743168,2.402391,1446.355351
Orly,Lisboa,48.743168,2.402391,38.722252,-9.139337,1446.355351
Ourilândia do Norte,Marabá,-6.753311,-51.086188,-5.38115,-49.133055,264.418262
Parauapebas/Carajás,Ourilândia do Norte,-6.070533,-50.067941,-6.753311,-51.086188,135.733767
Santa Cruz de la Sierra,Bogotá,-17.783422,-63.182085,4.599283,-74.080983,2761.230554
Bogotá,La Paz,4.599283,-74.080983,-30.738833,-59.636322,4218.573781
Ji-Paraná,"Rio de Janeiro, Rio de Janeiro",-10.87815,-61.932608,-22.911014,-43.209373,2395.180046
"Rio de Janeiro, Rio de Janeiro",Ji-Paraná,-22.911014,-43.209373,-10.87815,-61.932608,2395.180046
Estocolmo,"Vitória, Espírito Santo",59.325117,18.071094,-20.320092,-40.337668,10313.80373
"Vitória, Espírito Santo",Estocolmo,-20.320092,-40.337668,59.325117,18.071094,10313.80373
"Belém, Pará",Telavive,-1.45056,-48.468245,-14.419069,-53.120019,1529.941206
Ponta Porã,"Maceió, Alagoas",-22.530069,-55.720778,-9.647684,-35.733926,2565.955646
"Maceió, Alagoas",Ponta Porã,-9.647684,-35.733926,-22.530069,-55.720778,2565.955646
"Belém, Pará",Moscou,-1.45056,-48.468245,55.625578,37.606392,9894.485911
Guarulhos,Cologne,-23.454237,-46.533745,50.938361,6.959974,9785.369103
Guaraqueçaba,"Porto Alegre, Rio Grande do Sul",-25.307535,-48.320842,-30.0325,-51.230377,598.368876
"Porto Alegre, Rio Grande do Sul",Guaraqueçaba,-30.0325,-51.230377,-25.307535,-48.320842,598.368876
Três Lagoas,Juazeiro do Norte,-20.785311,-51.701155,-7.219288,-39.316244,2012.62035
Juazeiro do Norte,Três Lagoas,-7.219288,-39.316244,-20.785311,-51.701155,2012.62035
Valencia,Roma,39.469908,-0.376288,41.896707,12.482202,1116.132526
Ponta Porã,Serra Talhada,-22.530069,-55.720778,-7.982201,-38.289347,2467.521669
"São Paulo, São Paulo",Parnaíba,-23.550651,-46.633382,-2.906237,-41.775723,2354.260274
"Brasília, Distrito Federal",Pasadena - Califórnia,-15.793987,-47.8828,34.147651,-118.144155,9265.75267
Barueri,Foz do Iguaçu,-23.506168,-46.879443,-25.54321,-54.583145,811.419436
Foz do Iguaçu,Barueri,-25.54321,-54.583145,-23.506168,-46.879443,811.419436
"Porto Alegre, Rio Grande do Sul",Rio Verde,-30.0325,-51.230377,-17.792717,-50.919606,1361.366111
Rio Verde,"Porto Alegre, Rio Grande do Sul",-17.792717,-50.919606,-30.0325,-51.230377,1361.366111
Daytona Beach - Florida,"Recife, Pernambuco",29.210815,-81.022833,-8.058493,-34.884819,6445.549779
Daytona Beach - Florida,"Boa Vista, Roraima",29.210815,-81.022833,2.820848,-60.671958,3637.686612
Daytona Beach - Florida,"São Paulo, São Paulo",29.210815,-81.022833,-23.550651,-46.633382,6924.24858
Daytona Beach - Florida,"Natal, Rio Grande do Norte",29.210815,-81.022833,-5.805398,-35.20809,6252.480298
Daytona Beach - Florida,Porto Seguro,29.210815,-81.022833,-16.44394,-39.06458,6786.111699
Daytona Beach - Florida,"Brasília, Distrito Federal",29.210815,-81.022833,-15.793987,-47.8828,6140.156239
Daytona Beach - Florida,"Curitiba, Paraná",29.210815,-81.022833,-25.494438,-49.284271,6962.47236
Daytona Beach - Florida,"Rio Branco, Acre",29.210815,-81.022833,-9.976536,-67.822078,4581.674993
Daytona Beach - Florida,"Porto Velho, Rondônia",29.210815,-81.022833,-8.749452,-63.873544,4603.742093
Havana,Melbourne,23.135305,-82.358963,-37.814245,144.963173,15252.357089
Barreiras,Uberlândia,-12.144302,-44.997202,-18.914602,-48.275332,830.606786
Uberlândia,Barreiras,-18.914602,-48.275332,-12.144302,-44.997202,830.606786
"Porto Alegre, Rio Grande do Sul",Província de Brindisi,-30.0325,-51.230377,40.63586,17.688498,10579.380041
Província de Brindisi,"Porto Alegre, Rio Grande do Sul",40.63586,17.688498,-30.0325,-51.230377,10579.380041
"Vitória, Espírito Santo",Joinville,-20.320092,-40.337668,-26.304978,-48.849098,1094.08794
Joinville,"Vitória, Espírito Santo",-26.304978,-48.849098,-20.320092,-40.337668,1094.08794
Mossoró,"Porto Alegre, Rio Grande do Sul",-5.184143,-37.347751,-30.0325,-51.230377,3123.078589
"Porto Alegre, Rio Grande do Sul",Mossoró,-30.0325,-51.230377,-5.184143,-37.347751,3123.078589
Hyderabad,Bangalore,17.360589,78.474061,12.976794,77.590082,496.596414
Coimbra,"Rio de Janeiro, Rio de Janeiro",-20.853984,-42.801172,-22.911014,-43.209373,232.576339
"Rio de Janeiro, Rio de Janeiro",Coimbra,-22.911014,-43.209373,-20.853984,-42.801172,232.576339
Cacoal,Campinas,-11.434683,-61.456621,-22.905822,-47.06635,1988.239963
"Maceió, Alagoas",Vilhena,-9.647684,-35.733926,-12.7506,-60.149298,2684.297044
Vilhena,"Maceió, Alagoas",-12.7506,-60.149298,-9.647684,-35.733926,2684.297044
Genebra,Toulouse,46.201756,6.146601,43.604464,1.444243,469.510492
"Porto Alegre, Rio Grande do Sul",Coimbra,-30.0325,-51.230377,-20.853984,-42.801172,1324.830263
Coimbra,"Porto Alegre, Rio Grande do Sul",-20.853984,-42.801172,-30.0325,-51.230377,1324.830263
Santos,Taizhou,-23.954024,-46.33544,28.658172,121.416388,18687.828407
Milão,Santos,45.464194,9.189635,-23.954024,-46.33544,9539.480717
Taizhou,Milão,28.658172,121.416388,45.464194,9.189635,9311.403665
"Fortaleza, Ceará",Genebra,-3.730451,-38.521799,46.201756,6.146601,7074.923486
Johannesburg,Libreville,-26.205,28.049722,0.408652,9.441885,3569.064298
São Tomé,Johannesburg,-5.974882,-36.077038,-26.205,28.049722,7137.739263
Libreville,São Tomé,0.408652,9.441885,-5.974882,-36.077038,5102.122174
"João Pessoa, Paraíba",Itaituba,-7.121598,-34.882028,-4.267087,-55.993061,2356.944934
Itaituba,"João Pessoa, Paraíba",-4.267087,-55.993061,-7.121598,-34.882028,2356.944934
"Cuiabá, Mato Grosso",Campo Novo do Parecis,-15.598669,-56.09913,-13.659159,-57.891164,289.275323
Petrolina,"Vitória, Espírito Santo",-9.389091,-40.503061,-20.320092,-40.337668,1215.601337
"Vitória, Espírito Santo",Petrolina,-20.320092,-40.337668,-9.389091,-40.503061,1215.601337
"Brasília, Distrito Federal",Cincinnati - Ohio,-15.793987,-47.8828,39.101454,-84.51246,7192.625193
Cincinnati - Ohio,Los Angeles,39.101454,-84.51246,34.053691,-118.242766,3045.741195
Cincinnati - Ohio,"Brasília, Distrito Federal",39.101454,-84.51246,-15.793987,-47.8828,7192.625193
Guangzhou,Jinan - Shandong,23.130196,113.259294,36.651975,117.113848,1548.373173
Jinan - Shandong,Guangzhou,36.651975,117.113848,23.130196,113.259294,1548.373173
"Cuiabá, Mato Grosso",Bonito,-15.598669,-56.09913,-8.472056,-35.729544,2350.665485
Bonito,Poconé,-8.472056,-35.729544,-16.266471,-56.626539,2427.126273
Guarulhos,Dacar,-23.454237,-46.533745,14.693425,-17.447938,5291.029303
Parnaíba,Governador Valadares,-2.906237,-41.775723,-18.854925,-41.955885,1773.521568
Governador Valadares,Parnaíba,-18.854925,-41.955885,-2.906237,-41.775723,1773.521568
Alta Floresta,"Palmas, Tocantins",-9.867159,-56.08713,-10.183785,-48.333642,849.692777
"Palmas, Tocantins",Alta Floresta,-10.183785,-48.333642,-9.867159,-56.08713,849.692777
"Belo Horizonte, Minas Gerais",Itaituba,-19.922732,-43.945095,-4.267087,-55.993061,2175.764788
"Palmas, Tocantins",Ji-Paraná,-10.183785,-48.333642,-10.87815,-61.932608,1488.542463
Foz do Iguaçu,Pato Branco,-25.54321,-54.583145,-26.229706,-52.671078,205.944797
Medellín,Guarulhos,6.269732,-75.60256,-23.454237,-46.533745,4570.149926
Jijoca de Jericoacoara,"Curitiba, Paraná",-2.793701,-40.513068,-25.494438,-49.284271,2692.945196
"Curitiba, Paraná",Jijoca de Jericoacoara,-25.494438,-49.284271,-2.793701,-40.513068,2692.945196
Ancara,Istambul,39.920776,32.85405,41.006381,28.975872,349.553636
"Rio de Janeiro, Rio de Janeiro",Augusta - Geórgia,-22.911014,-43.209373,33.470971,-81.974843,7493.843999
Augusta - Geórgia,"Rio de Janeiro, Rio de Janeiro",33.470971,-81.974843,-22.911014,-43.209373,7493.843999
Milão,"Curitiba, Paraná",45.464194,9.189635,-25.494438,-49.284271,9853.295446
"Rio de Janeiro, Rio de Janeiro",Mumbai,-22.911014,-43.209373,19.054999,72.869204,13415.969408
Mumbai,"Rio de Janeiro, Rio de Janeiro",19.054999,72.869204,-22.911014,-43.209373,13415.969408
Uruguaiana,"Salvador, Bahia",-29.761895,-57.085776,-12.98225,-38.481277,2673.804947
Itabuna,"Brasília, Distrito Federal",-14.788032,-39.278384,-15.793987,-47.8828,929.576235
"Brasília, Distrito Federal",Itabuna,-15.793987,-47.8828,-14.788032,-39.278384,929.576235
Parnaíba,"Salvador, Bahia",-2.906237,-41.775723,-12.98225,-38.481277,1177.527401
"Salvador, Bahia",Parnaíba,-12.98225,-38.481277,-2.906237,-41.775723,1177.527401
Ribeirão Preto,Navegantes,-21.170392,-47.810275,-26.894775,-48.655017,642.26991
Navegantes,Ribeirão Preto,-26.894775,-48.655017,-21.170392,-47.810275,642.26991
Navegantes,Campina Grande,-26.894775,-48.655017,-7.222378,-35.873439,2570.430811
Caicó,Campina Grande,-6.462575,-37.095581,-7.222378,-35.873439,159.195513
"Natal, Rio Grande do Norte",Caicó,-5.805398,-35.20809,-6.462575,-37.095581,221.101285
Uberlândia,Boston,-18.914602,-48.275332,42.355433,-71.060511,7202.971827
Boston,Uberlândia,42.355433,-71.060511,-18.914602,-48.275332,7202.971827
Ipatinga,"Natal, Rio Grande do Norte",-19.470749,-42.547972,-5.805398,-35.20809,1714.541617
"Natal, Rio Grande do Norte",Ipatinga,-5.805398,-35.20809,-19.470749,-42.547972,1714.541617
"Porto Alegre, Rio Grande do Sul",São Gabriel da Cachoeira,-30.0325,-51.230377,-0.119461,-67.08451,3725.4341
São Gabriel da Cachoeira,"Porto Alegre, Rio Grande do Sul",-0.119461,-67.08451,-30.0325,-51.230377,3725.4341
Saint John - New Brunswick,"São Paulo, São Paulo",45.278799,-66.058519,-23.550651,-46.633382,7902.526478
"São Paulo, São Paulo",Saint John - New Brunswick,-23.550651,-46.633382,45.278799,-66.058519,7902.526478
"São Luís, Maranhão",Parnaíba,-2.529526,-44.296394,-2.906237,-41.775723,283.086272
"Brasília, Distrito Federal",Oiapoque,-15.793987,-47.8828,3.840391,-51.833521,2226.097134
Oiapoque,"Brasília, Distrito Federal",3.840391,-51.833521,-15.793987,-47.8828,2226.097134
Guarulhos,Kingston,-23.454237,-46.533745,17.971215,-76.792813,5657.753874
Kingston,Guarulhos,17.971215,-76.792813,-23.454237,-46.533745,5657.753874
Cairo,Luanda,30.044388,31.235726,-8.82727,13.243951,4730.98023
"São Paulo, São Paulo",Penedo,-23.550651,-46.633382,-10.28786,-36.582208,1819.736351
Taizhou,Pequim,28.658172,121.416388,40.190632,116.412144,1361.375238
Hyderabad,Taizhou,17.360589,78.474061,28.658172,121.416388,4544.498027
"Rio de Janeiro, Rio de Janeiro",Penedo,-22.911014,-43.209373,-10.28786,-36.582208,1570.441971
Viçosa,Penedo,-20.756395,-42.874535,-10.28786,-36.582208,1344.582501
Cairo,"Porto Alegre, Rio Grande do Sul",30.044388,31.235726,-30.0325,-51.230377,10981.785495
"Porto Alegre, Rio Grande do Sul",Cairo,-30.0325,-51.230377,30.044388,31.235726,10981.785495
Genebra,Cairo,46.201756,6.146601,30.044388,31.235726,2814.863764
Johannesburg,Antananarivo,-26.205,28.049722,-18.910012,47.525581,2154.94504
Antananarivo,Johannesburg,-18.910012,47.525581,-26.205,28.049722,2154.94504
Cairo,"Recife, Pernambuco",30.044388,31.235726,-8.058493,-34.884819,8220.878104
"Recife, Pernambuco",Cairo,-8.058493,-34.884819,30.044388,31.235726,8220.878104
Bento Gonçalves,"Porto Alegre, Rio Grande do Sul",-29.16669,-51.516928,-30.0325,-51.230377,100.18061
Guarulhos,Guangzhou,-23.454237,-46.533745,23.130196,113.259294,17952.67756
Pequim,Colônia - Renânia do Norte,40.190632,116.412144,50.938361,6.959974,7792.102226
Berlim,Bangkok,52.517388,13.395131,13.752494,100.493509,8603.718822
Bangkok,Berlim,13.752494,100.493509,52.517388,13.395131,8603.718822
Assunção,"Florianópolis, Santa Catarina",-7.07501,-36.731368,-27.5973,-48.54961,2599.741937
"Florianópolis, Santa Catarina",Assunção,-27.5973,-48.54961,-7.07501,-36.731368,2599.741937
Gênova,"Rio de Janeiro, Rio de Janeiro",44.40726,8.933862,-22.911014,-43.209373,9167.906728
"Rio de Janeiro, Rio de Janeiro",Gênova,-22.911014,-43.209373,44.40726,8.933862,9167.906728
"Brasília, Distrito Federal",São Bernardo do Campo,-15.793987,-47.8828,-23.691892,-46.565016,888.947025
Calgary,Vancouver,51.045606,-114.057541,49.260872,-123.113952,674.557043
Vancouver,Calgary,49.260872,-123.113952,51.045606,-114.057541,674.557043
"Brasília, Distrito Federal",Victoria Falls,-15.793987,-47.8828,-17.922895,25.847685,7795.598343
Victoria Falls,Johannesburg,-17.922895,25.847685,-26.205,28.049722,948.402796
Dublin,Lisboa,53.34938,-6.260559,38.722252,-9.139337,1641.224504
"São Luís, Maranhão",Ponta Porã,-2.529526,-44.296394,-22.530069,-55.720778,2542.744117
Ponta Porã,"São Luís, Maranhão",-22.530069,-55.720778,-2.529526,-44.296394,2542.744117
Argel,Tindouf,36.772933,3.058844,27.543907,-6.240041,1347.319156
Tindouf,Argel,27.543907,-6.240041,36.772933,3.058844,1347.319156
"Salvador, Bahia",Porto,-12.98225,-38.481277,-3.891715,-42.711528,1112.551069
Porto,"Salvador, Bahia",-3.891715,-42.711528,-12.98225,-38.481277,1112.551069
Ji-Paraná,Humaitá,-10.87815,-61.932608,-7.51211,-63.033199,393.294307
"Florianópolis, Santa Catarina",Governador Valadares,-27.5973,-48.54961,-18.854925,-41.955885,1182.163209
Governador Valadares,"Florianópolis, Santa Catarina",-18.854925,-41.955885,-27.5973,-48.54961,1182.163209
"Rio de Janeiro, Rio de Janeiro",New Orleans,-22.911014,-43.209373,29.955914,-90.073026,7720.808021
Londrina,Ilhéus,-23.304442,-51.169528,-14.793504,-39.046346,1585.731635
Porto,"Belém, Pará",-3.891715,-42.711528,-1.45056,-48.468245,694.60756
Palmeiras,"Porto Velho, Rondônia",-12.506309,-41.581227,-8.749452,-63.873544,2470.826086
Cruz das Almas,"Fortaleza, Ceará",-12.667964,-39.101111,-3.730451,-38.521799,995.844822
Franca,"Rio de Janeiro, Rio de Janeiro",-20.535698,-47.404257,-22.911014,-43.209373,507.423846
"Rio de Janeiro, Rio de Janeiro",Franca,-22.911014,-43.209373,-20.535698,-47.404257,507.423846
Guarulhos,Canoas,-23.454237,-46.533745,-29.913238,-51.186134,853.847038
Canoas,Guarulhos,-29.913238,-51.186134,-23.454237,-46.533745,853.847038
Maputo,"Natal, Rio Grande do Norte",-25.966213,32.56745,-5.805398,-35.20809,7506.249796
"Natal, Rio Grande do Norte",Cidade do Cabo,-5.805398,-35.20809,-33.92883,18.41722,6327.632411
Cidade do Cabo,Maputo,-33.92883,18.41722,-25.966213,32.56745,1623.060265
Petrolina,Três Lagoas,-9.389091,-40.503061,-20.785311,-51.701155,1745.015825
Três Lagoas,Petrolina,-20.785311,-51.701155,-9.389091,-40.503061,1745.015825
Três Lagoas,"São Luís, Maranhão",-20.785311,-51.701155,-2.529526,-44.296394,2182.820112
"São Luís, Maranhão",São José do Rio Preto,-2.529526,-44.296394,-20.811753,-49.376176,2106.109289
Cidade do Panamá,San Francisco - Califórnia,19.462325,-99.177242,37.779259,-122.419329,3032.313939
San Francisco - Califórnia,Cidade do Panamá,37.779259,-122.419329,19.462325,-99.177242,3032.313939
São Gonçalo do Amarante,"Palmas, Tocantins",-5.785237,-35.330491,-10.183785,-48.333642,1512.686954
"Palmas, Tocantins",São Gonçalo do Amarante,-10.183785,-48.333642,-5.785237,-35.330491,1512.686954
Caldas Novas,"Fortaleza, Ceará",-17.744516,-48.624976,-3.730451,-38.521799,1907.798049
Punta del Este,"Rio de Janeiro, Rio de Janeiro",-34.963234,-54.943998,-22.911014,-43.209373,1757.744995
São José do Rio Preto,Uruguaiana,-20.811753,-49.376176,-29.761895,-57.085776,1260.577293
Manchester,"Rio de Janeiro, Rio de Janeiro",53.479489,-2.245115,-22.911014,-43.209373,9362.535027
"Rio de Janeiro, Rio de Janeiro",Manchester,-22.911014,-43.209373,53.479489,-2.245115,9362.535027
Ottawa,"Recife, Pernambuco",45.420878,-75.690111,-8.058493,-34.884819,7202.533003
"Recife, Pernambuco",Ottawa,-8.058493,-34.884819,45.420878,-75.690111,7202.533003
Brazzaville,Genebra,-4.269441,15.271226,46.201756,6.146601,5683.951451
"Curitiba, Paraná",Quito,-25.494438,-49.284271,-0.220742,-78.501,4210.523087
"Curitiba, Paraná",Mendoza,-25.494438,-49.284271,-6.306975,-77.425802,3672.710179
Mendoza,"Curitiba, Paraná",-6.306975,-77.425802,-25.494438,-49.284271,3672.710179
"Goiânia, Goiás",Parnaíba,-16.680882,-49.253269,-2.906237,-41.775723,1736.027337
Birmingham - Alabama,"Rio de Janeiro, Rio de Janeiro",33.520682,-86.802433,-22.911014,-43.209373,7789.329295
"Rio de Janeiro, Rio de Janeiro",Birmingham - Alabama,-22.911014,-43.209373,33.520682,-86.802433,7789.329295
"Salvador, Bahia","Santiago, Chile",-12.98225,-38.481277,-33.437776,-70.65045,3969.391953
"Santiago, Chile","Salvador, Bahia",-33.437776,-70.65045,-12.98225,-38.481277,3969.391953
Presidente Prudente,Uberlândia,-22.121117,-51.392952,-18.914602,-48.275332,482.178773
Uberlândia,Presidente Prudente,-18.914602,-48.275332,-22.121117,-51.392952,482.178773
"Brasília, Distrito Federal",Fall River - Massachusetts,-15.793987,-47.8828,41.701064,-71.154637,6825.706875
Fall River - Massachusetts,"Brasília, Distrito Federal",41.701064,-71.154637,-15.793987,-47.8828,6825.706875
Pristina,Roma,42.663877,21.164085,41.896707,12.482202,718.999705
Roma,Pristina,41.896707,12.482202,42.663877,21.164085,718.999705
Ponta Porã,"Belo Horizonte, Minas Gerais",-22.530069,-55.720778,-19.922732,-43.945095,1254.099504
Bangkok,"Rio de Janeiro, Rio de Janeiro",13.752494,100.493509,-22.911014,-43.209373,16062.471117
"Rio de Janeiro, Rio de Janeiro",Bangkok,-22.911014,-43.209373,13.752494,100.493509,16062.471117
Paris,Basiléia,48.857548,2.351376,47.558108,7.587826,413.961358
Nova York,Paris,40.712728,-74.006015,48.857548,2.351376,5837.151613
"São Paulo, São Paulo",Melbourne,-23.550651,-46.633382,-37.814245,144.963173,13084.799257
"Manaus, Amazonas",Caracas,-3.200177,-59.498929,10.499344,-66.920951,1730.769139
"Brasília, Distrito Federal",Sorocaba,-15.793987,-47.8828,-23.497363,-47.445477,857.797213
Sorocaba,"Brasília, Distrito Federal",-23.497363,-47.445477,-15.793987,-47.8828,857.797213
Paris,"Cuiabá, Mato Grosso",48.857548,2.351376,-15.598669,-56.09913,9182.910954
"São Paulo, São Paulo",Amapá,-23.550651,-46.633382,2.05231,-50.796044,2882.344231
Amapá,"São Paulo, São Paulo",2.05231,-50.796044,-23.550651,-46.633382,2882.344231
São Gabriel,"Porto Alegre, Rio Grande do Sul",-11.227403,-41.879745,-30.0325,-51.230377,2303.659395
Foz do Iguaçu,São Gabriel,-25.54321,-54.583145,-11.227403,-41.879745,2077.874767
Windhoek,"Rio de Janeiro, Rio de Janeiro",-22.57761,17.077274,-22.911014,-43.209373,6135.471343
"Rio de Janeiro, Rio de Janeiro",Walvis Bay,-22.911014,-43.209373,-22.955761,14.507112,5869.104079
Dourados,Bagé,-22.223553,-54.812489,-31.330979,-54.106937,1015.109806
Bagé,Dourados,-31.330979,-54.106937,-22.223553,-54.812489,1015.109806
Dacar,"João Pessoa, Paraíba",14.693425,-17.447938,-7.121598,-34.882028,3095.112663
Denpasar,"Rio de Janeiro, Rio de Janeiro",-8.652497,115.219118,-22.911014,-43.209373,15792.462372
"Rio de Janeiro, Rio de Janeiro",Denpasar,-22.911014,-43.209373,-8.652497,115.219118,15792.462372
Genebra,Roma,46.201756,6.146601,41.896707,12.482202,696.385311
Roma,Dubai,41.896707,12.482202,25.204849,55.270783,4321.590813
Kuala Lumpur,Doha,3.152659,101.70222,25.285633,51.526416,5894.342644
Doha,Kuala Lumpur,25.285633,51.526416,3.152659,101.70222,5894.342644
Visakhapatnam,Deli,17.693553,83.29213,28.632803,77.219771,1364.955769
Deli,Visakhapatnam,28.632803,77.219771,17.693553,83.29213,1364.955769
Berlim,Dubai,52.517388,13.395131,25.204849,55.270783,4624.778137
Caxias do Sul,"Palmas, Tocantins",-29.163384,-51.179611,-10.183785,-48.333642,2131.103267
"Palmas, Tocantins",Caxias do Sul,-10.183785,-48.333642,-29.163384,-51.179611,2131.103267
"Maceió, Alagoas",Caxias do Sul,-9.647684,-35.733926,-29.163384,-51.179611,2701.19295
Caxias do Sul,"Maceió, Alagoas",-29.163384,-51.179611,-9.647684,-35.733926,2701.19295
"João Pessoa, Paraíba",Campos dos Goytacazes,-7.121598,-34.882028,-21.762657,-41.318412,1768.503745
Campos dos Goytacazes,"João Pessoa, Paraíba",-21.762657,-41.318412,-7.121598,-34.882028,1768.503745
Uberlândia,Bogotá,-18.914602,-48.275332,4.599283,-74.080983,3849.683233
Santo Antônio do Içá,São Gabriel da Cachoeira,-3.103181,-67.946134,-0.119461,-67.08451,345.317563
São Gabriel da Cachoeira,Santo Antônio do Içá,-0.119461,-67.08451,-3.103181,-67.946134,345.317563
"Manaus, Amazonas",Dourados,-3.200177,-59.498929,-22.223553,-54.812489,2174.893131
Dubai,Guarulhos,25.204849,55.270783,-23.454237,-46.533745,12213.01525
Londres,Dubai,51.507446,-0.127765,25.204849,55.270783,5473.423068
Miami,Nairóbi,25.774173,-80.19362,-1.289001,36.817281,12759.59108
Nairóbi,Miami,-1.289001,36.817281,25.774173,-80.19362,12759.59108
Mascate,Cairo,23.612363,58.593813,30.044388,31.235726,2799.649748
Cairo,Mascate,30.044388,31.235726,23.612363,58.593813,2799.649748
"Brasília, Distrito Federal",Santa Isabel do Rio Negro,-15.793987,-47.8828,-0.411196,-65.009665,2541.118975
Santa Isabel do Rio Negro,"Brasília, Distrito Federal",-0.411196,-65.009665,-15.793987,-47.8828,2541.118975
Caxias do Sul,Petrolina,-29.163384,-51.179611,-9.389091,-40.503061,2464.34603
"Porto Alegre, Rio Grande do Sul",Doha,-30.0325,-51.230377,25.285633,51.526416,12536.645556
Doha,Guangzhou,25.285633,51.526416,23.130196,113.259294,6208.603954
Guangzhou,"Porto Alegre, Rio Grande do Sul",23.130196,113.259294,-30.0325,-51.230377,18294.622591
Hanói,Dubai,21.028333,105.854041,25.204849,55.270783,5164.433049
Caxias do Sul,"Manaus, Amazonas",-29.163384,-51.179611,-3.200177,-59.498929,3017.744413
São Carlos,"Natal, Rio Grande do Norte",-22.017866,-47.886374,-5.805398,-35.20809,2259.899622
"Natal, Rio Grande do Norte",São Carlos,-5.805398,-35.20809,-22.017866,-47.886374,2259.899622
Caxias do Sul,Navegantes,-29.163384,-51.179611,-26.894775,-48.655017,353.581335
Navegantes,Caxias do Sul,-26.894775,-48.655017,-29.163384,-51.179611,353.581335
